value,pos
39.56597792,0
40.52419838,1
41.8383133,2
43.70596652,3
44.14845183,4
44.53633556,5
44.79541808,6
45.30458736,7
45.72980983,8
45.89595412,9
46.51782698,10
46.82676241,11
46.9350864,12
47.14848861,13
48.0590912,14
48.39709171,15
48.69342335,16
49.0408725,17
49.2703231,18
49.4837348,19
49.5509225,20
49.84744696,21
50.23887701,22
50.4426399,23
50.84386922,24
51.42231993,25
51.43529857,26
51.66628268,27
51.6875107,28
51.6881667,29
52.38673737,30
52.83622984,31
53.15291853,32
53.28636109,33
53.49112215,34
53.8671672,35
53.94580929,36
53.95488332,37
53.97111476,38
54.0164884,39
54.09814737,40
54.23553021,41
54.28629665,42
54.67209713,43
54.76328136,44
54.90053658,45
55.41809382,46
55.99900751,47
56.08057477,48
56.34144868,49
56.43177836,50
56.58371582,51
56.76109571,52
56.90649372,53
56.9398102,54
57.11323281,55
57.20885903,56
57.21803355,57
57.39736879,58
57.53985995,59
57.61849707,60
57.64706338,61
57.76808799,62
57.94060981,63
58.01506644,64
58.0774741,65
58.20635853,66
58.31641004,67
58.62395738,68
58.63750661,69
58.65913544,70
58.75783554,71
58.99534512,72
58.99790948,73
59.05062144,74
59.10459491,75
59.1289918,76
59.2593254,77
59.34444409,78
59.36524548,79
59.51903979,80
59.73938733,81
59.75187689,82
59.76229008,83
59.89634592,84
60.03107147,85
60.11547011,86
60.20393899,87
60.2748457,88
60.29651233,89
60.44219653,90
60.495592,91
60.50781672,92
60.62192288,93
60.6347699,94
60.68035856,95
60.74807365,96
60.93695172,97
60.9438208,98
61.0092394,99
61.14980811,100
61.20555761,101
61.33307795,102
61.35832304,103
61.36276651,104
61.54093861,105
61.5698815,106
61.61904657,107
61.72762433,108
61.75718175,109
61.78970952,110
61.90648375,111
61.9299576,112
61.94040449,113
62.04195685,114
62.14781358,115
62.38646809,116
62.39527884,117
62.4903718,118
62.51153794,119
62.81438306,120
62.90327868,121
62.90924596,122
62.99533558,123
62.99768471,124
63.12013607,125
63.13949613,126
63.18222923,127
63.18967954,128
63.23396839,129
63.2359129,130
63.29898933,131
63.30050722,132
63.32260844,133
63.32782325,134
63.39001767,135
63.42602048,136
63.44119668,137
63.45823491,138
63.46010647,139
63.52560879,140
63.55852755,141
63.57024624,142
63.64404047,143
63.66081986,144
63.66986536,145
63.70369246,146
63.72752729,147
63.74165837,148
63.74497885,149
63.84955177,150
63.93190958,151
63.97310961,152
64.00972808,153
64.04981836,154
64.14468193,155
64.21252205,156
64.30223741,157
64.34045902,158
64.35081401,159
64.36404393,160
64.46345341,161
64.4947533,162
64.53134761,163
64.67595021,164
64.73838689,165
64.75743842,166
64.78756204,167
64.84992374,168
64.95791669,169
64.97426422,170
65.06317471,171
65.09081859,172
65.14478563,173
65.17466711,174
65.17539781,175
65.18559637,176
65.22615148,177
65.24714194,178
65.27431289,179
65.43461337,180
65.43937816,181
65.45479026,182
65.47045506,183
65.50367014,184
65.67222736,185
65.70126637,186
65.78480862,187
65.83236967,188
65.83273572,189
65.90716096,190
65.95409134,191
66.01435448,192
66.09903846,193
66.14344811,194
66.1975416,195
66.20938739,196
66.23270228,197
66.27468982,198
66.27971834,199
66.28335276,200
66.30327564,201
66.40422289,202
66.40747132,203
66.44079626,204
66.5273386,205
66.58695012,206
66.64250222,207
66.7005416,208
66.73424249,209
66.85831255,210
66.86586707,211
66.87765812,212
66.88490608,213
66.91351687,214
66.91566156,215
66.93169885,216
66.99164784,217
66.99707975,218
67.01294964,219
67.04220594,220
67.04274372,221
67.10777568,222
67.10979432,223
67.12060161,224
67.19599967,225
67.24223887,226
67.24837718,227
67.26207746,228
67.26292875,229
67.26326404,230
67.29186081,231
67.32270308,232
67.35744255,233
