attr1,attr2
35.8752718482969,36.628450892381764
36.41561725267683,43.35360137669538
37.350858008637125,39.14358801398798
37.37816360029226,37.84383758397446
37.703465176409715,39.7809027975029
38.133257417249496,39.34248070989093
38.348496051590416,45.688679630595345
38.582946170564696,41.323110551375095
38.714037624006494,40.604225307595065
38.85482351568739,40.086612009522085
38.86927075340919,41.523722099572666
38.93853916228928,39.30077144997588
39.05188528516254,39.495194324867946
39.09415569294485,39.92743802915363
39.14682478694523,41.84794466034616
39.18428333431378,42.909502809634944
39.24474519465238,39.853478991336814
39.33491337852779,41.68847204515647
39.36890928843094,40.099919563355286
39.36948841530915,42.218429185602176
39.40107422711935,46.23579086790628
39.4228574276559,42.47410277527187
39.43439814659512,41.07364290330247
39.51150421823694,46.00612415378863
39.531230814209756,38.254644189520135
39.564620853914235,39.30999483844223
39.5663295246458,41.53921418812998
39.57439159682372,39.65153279586914
39.59447424478678,38.61642485352439
39.61277629617257,37.978632575552034
39.614904405497036,41.04853027774618
39.67616386533897,40.80907266911899
39.795338597180006,38.57407182053508
39.82158098180296,41.369429201042124
39.837808873267434,46.19937763292053
39.83902624605704,42.855308877428286
39.85513576386079,40.73847522065429
39.87078139961684,41.74602866281649
39.88245932297527,44.67609940943581
39.92983271970557,42.56303035004337
39.95087017911567,41.278591837157954
39.98911626499617,46.735037814929676
40.04020706841972,42.682350271569156
40.08347936162261,44.044340137564994
40.09399919679129,40.84861012264408
40.09798068897996,41.58244088497783
40.10792641370298,40.55699266409456
40.127208549351266,43.53654430347775
40.15219348722428,40.525581261087844
40.188496288719556,42.43598903495041
40.20632098090395,43.4732406321873
40.20650444146728,43.87884237521729
40.20831072891086,40.05745250423237
40.212469172958585,43.594417109493136
40.21744192027549,41.155471538048616
40.2265487425825,44.281163300451226
40.23736489062518,38.348277201232726
40.243584242381814,44.36439511954259
40.25524773639842,42.996807336808665
40.27221502220759,39.77778056974479
40.272585110262355,40.50974849223816
40.320174627336854,43.61734900441897
40.33499377314189,43.22340377027382
40.33675433261921,43.97130249500427
40.442672109649074,44.200030148346855
40.44874058679461,43.57380321581665
40.452483759008544,40.72479798877268
40.46059197693532,41.4608147736659
40.46307520693449,43.06303905873043
40.466277703339024,44.61292534163065
40.467182362320656,43.437479112178565
40.473787986675596,42.70066366142391
40.4779657823542,41.86397865444374
40.49128423651558,42.71252940832406
40.50104144991902,38.20430477112523
40.51571949789895,43.55206066389907
40.53198829785223,42.10492666194565
40.53334393896256,39.47903444939502
40.53745064006095,44.88254207444782
40.53821061908654,39.35443736155649
40.54113464998504,44.29625010192935
40.549623293363965,41.28551052047533
40.55241495749144,41.127860091604084
40.55563155021271,44.72293050437386
40.55907024412388,44.875253717953655
40.57475162865599,41.74723344765091
40.582754384063136,41.62259555485715
40.586687321792674,40.79378471128746
40.587316668935244,43.800817481908126
40.60236440198643,42.23535084427165
40.60629934572573,43.0483889969242
40.61824754764298,44.58650849168131
40.627585742834185,41.19543448390503
40.66317519906665,44.41906669418223
40.67488239841823,46.36465578420819
40.68014085995095,41.659955107805196
40.692726546468656,45.31425566160419
40.69844781589211,40.105348284279536
40.72184968211025,41.42419913922274
40.724390061124396,42.10859565765183
40.75901504451227,39.73052411181537
40.762249022442546,45.253156679322956
40.79136550500592,45.33377662293164
40.81185529587781,43.8823527490521
40.84174253346081,39.47102338494739
40.8517980145519,46.04888639215283
40.86319605401589,39.46721702968102
40.873997806668655,44.36201253093985
40.87990325634905,38.41454775571638
40.88207842462553,42.96028601691585
40.88470463350055,44.071504748458274
40.92830501403334,42.52069107879081
40.92993018876282,42.257140355164836
40.9375939278747,40.33761120806433
40.94557707309448,43.83068427664486
40.951004749360315,40.76624792804072
40.95113980493326,41.69849702092647
40.958875618705164,40.40369236563602
40.968985106424576,44.83807620284808
40.98747584229002,43.0706318051589
40.9892525129346,41.83580209422427
41.00550360374227,41.300847947724804
41.0169314175175,39.23695053777373
41.0216258871748,42.525123880254505
41.03632051732209,44.96280216238756
41.04239418409755,44.31264424254608
41.04257418323172,41.16842937883326
41.044770263893966,42.10082163782825
41.072265676470906,42.56810989228199
41.07937684323901,44.563961575467836
41.08534421917824,44.9767658116562
41.08751038457288,42.468073578460036
41.10722436656985,46.15273952029619
41.11879718029327,41.486284296039024
41.120604477573146,40.39080204731488
41.13040424944725,41.63809916353373
41.139368382921916,45.55546387511377
41.1476942401128,43.91174054587843
41.156951867855156,44.65077385084369
41.163210246122624,41.563543601317015
41.23986045280337,42.29383694857433
41.24894043930802,41.970543978242
41.26915688758207,42.24368184952891
41.27743828480451,42.714200591972784
41.284815012275395,42.74477391128688
41.29648072121462,44.630723925763114
41.31504177502657,44.538374467684875
41.32906099882943,41.60736361991559
41.33203018704667,43.12575797446221
41.338006803386385,42.33075875515901
41.34902611775543,42.01082931493522
41.35974265422591,44.69846548975936
41.36169085720313,43.315639011300874
41.378559231504966,42.85755846904512
41.38260081350573,44.40152779984113
41.39904890075313,40.8204060543397
41.40290410863655,42.027712897428074
41.404285616704456,43.440123020706636
41.409364273876136,41.48685113042467
41.41121296900853,44.037024277319745
41.428335292868745,43.13771457366829
41.429295756889445,41.49100756861892
41.443339076673894,41.45712303326917
41.456669235371734,43.02399934898928
41.458057681979895,43.77007750979789
41.463017580649336,39.23329176544013
41.46925264123666,41.02080739225273
41.47209622446039,46.10350357983967
41.50300894562258,43.19489591325244
41.506486558071,41.381454664281385
41.506900702505256,44.49595585525706
41.519651987171656,45.69165162891069
41.53584318121194,42.761830647203155
41.5578708529045,39.58453454578414
41.55990012540086,40.510313869696944
41.58212076227657,45.736414020642556
41.5905225321803,42.63076006945749
41.59245319920039,41.05408635666586
41.60712345936847,44.65298891496106
41.61856578552201,45.792300809324125
41.62908459213803,44.12057629211715
41.630541467249074,42.6424223054223
41.6329405721314,43.300310724453226
41.64484920693066,39.76397068864963
41.64861796268585,44.37758716571763
41.64865127553773,41.13230373763999
41.64975879758793,43.75901714016655
41.66001588668438,40.21281868135298
41.66620371542685,41.233418636778076
41.66679471201704,41.44521530814873
41.680616610177026,46.442605497234084
41.68097411381615,43.89750828252552
41.685512507204066,42.920512999940144
41.686064935844875,46.20252637961572
41.70198416056047,45.243276634570464
41.70280911449515,43.16788742365396
41.716164938620366,43.217312833771274
41.71646108099403,45.4573504682527
41.7192286209921,45.10186624496857
41.71938482920365,44.2260504258922
41.735556574808506,42.6501142048775
41.737204253265936,43.06601533588932
41.74808173240326,45.988119321468574
41.751704062794566,40.307074452602485
41.76602692073928,40.32231296391926
41.772239164386676,45.599285276656346
41.77461426633915,43.12567724213671
41.776509108136665,41.36344337123593
41.778407152554486,43.278061309820124
41.7787101859873,43.60280048639578
41.781119089952426,43.20888092181611
41.78204695895877,42.32827109964468
41.78917964861849,41.35862913887715
41.80006748316955,42.66388205769215
41.802974541416205,45.02245839320569
41.803182001267956,44.05918036071143
41.80456380486121,39.906982721244326
41.81105973315334,46.71631733135549
41.822628176704754,40.26547609736028
41.823840146668864,43.239783193014425
41.829279378036176,45.79699767564616
41.843936859614274,42.92047244246191
41.86993909068864,42.883278147770945
41.882254720693695,40.33965695715138
41.88799204093599,43.40792150592076
41.891090405079694,46.02374572481856
41.90101856125989,45.14230324806612
41.90190268833487,48.458673157699785
41.90515034612575,43.609044241918724
41.90686606075681,42.96774990459159
41.91418270170614,43.77931077995612
41.92282154605032,43.503802671614125
41.928983303443076,40.71808108189943
41.93979343539781,44.39707695432481
41.94834115590162,43.98139994130318
41.94882561781273,46.25003899508448
41.957183542364035,41.008046115439825
41.964833346856196,44.87045747177477
41.970609115047566,41.35346878635845
41.97460465730656,44.67436534663704
41.97760428928763,44.44028594747378
41.98044998257476,44.22419260541127
41.99266627062856,43.047306003455894
42.00591511351913,44.89043446870434
42.011086386828865,44.13782700967832
42.02033436733616,44.01185655726102
42.023025843186716,42.86627311371078
42.02729827041178,44.260610069190335
42.0273229504692,47.360321526124906
42.03804384590174,39.46405394105148
42.0469449105931,42.529933235104494
42.06160850154948,48.576492973987165
42.06167241182071,48.08740743777606
42.06254268028616,40.91014349455698
42.06451427255574,44.743063750698724
42.069976686258116,47.22847343753648
42.07101424621041,42.81802631058265
42.08763696502045,44.37279443477762
42.090346414011435,42.75102114279833
42.091237721764124,40.06681436032195
42.09432731565559,45.588205467547525
42.096398637342745,42.324524717254725
42.10953728034173,41.58930714051003
42.112299917733225,43.72524791744964
42.11574810116561,43.522888264362635
42.12965230431605,45.61096799710966
42.13635381391477,44.45894156747756
42.138159072225434,40.608604947385615
42.13978707792912,44.9789856057414
42.14344201640857,47.44506518631937
42.14927892279064,40.367880981177144
42.16083156055474,43.48145988328905
42.167813567786894,45.34394481203394
42.17357721572967,41.13350167543112
42.17524205844187,42.34273297675056
